id,product_id,farmer_id,buyer_id,created_at,price,quantity
74,19,785,5,01/26/2016,382,140.85
75,11,4601,6,01/26/2016,118,184.38
76,21,5351,4,01/26/2016,360,175.14
77,13,4450,8,01/26/2016,159,245.6
78,17,4164,5,01/26/2016,215,193.62
79,9,290,6,01/26/2016,171,58.6
80,8,1593,8,01/26/2016,132,176.64
81,23,4057,1,01/27/2016,203,144.6
82,7,3219,5,01/27/2016,122,178.2
83,7,74,4,01/27/2016,145,141.5
84,19,3334,6,01/27/2016,416,143.65
85,12,2020,2,01/27/2016,128,232.72
86,6,4284,6,01/28/2016,202,222
87,10,610,1,01/28/2016,178,31.54
88,13,2136,1,01/28/2016,154,56.88
89,6,1163,8,01/28/2016,198,239.44
90,8,1291,5,01/28/2016,125,89.55
91,4,735,8,01/29/2016,124,143.15
92,3,6417,3,01/29/2016,173,93.36
93,11,5640,3,01/29/2016,214,158.95
94,17,4121,1,01/29/2016,195,152.45
95,6,862,8,01/29/2016,233,234.4
96,19,446,4,01/29/2016,387,31.22
97,19,7085,4,01/30/2016,390,31.32
98,11,1503,8,01/30/2016,133,218.16
99,23,5032,2,01/30/2016,211,82.59
100,9,7157,2,01/30/2016,171,31.92
101,9,1373,5,01/30/2016,168,254.56
102,17,4225,4,01/31/2016,185,159
103,19,1203,1,01/31/2016,391,180.66
104,15,1857,7,01/31/2016,169,193.86
105,8,8060,6,01/31/2016,142,125.44
106,12,7959,4,01/31/2016,124,146.7
107,20,5367,1,02/01/2016,400,178.8
108,7,5144,1,02/01/2016,158,151.9
109,18,359,7,02/01/2016,218,130.2
110,14,24,8,02/01/2016,174,108.92
111,20,1831,3,02/01/2016,344,254.72
112,13,983,3,02/01/2016,175,64.52
113,2,1878,6,02/02/2016,123,29.69
114,3,3975,1,02/02/2016,122,248.4
115,9,3250,4,02/02/2016,183,62.1
116,7,309,8,02/02/2016,136,96
117,23,1213,7,02/03/2016,218,225.2
118,7,7043,7,02/03/2016,123,218.56
119,18,8670,1,02/03/2016,237,84.63
120,15,2157,3,02/03/2016,160,173.64
121,13,1682,4,02/03/2016,163,28.64
122,10,990,3,02/03/2016,165,145.85
123,7,394,8,02/03/2016,166,217.28
124,5,4270,3,02/03/2016,234,61.84
125,15,4395,7,02/04/2016,195,167.46
126,12,286,6,02/04/2016,130,142.45
127,7,1985,4,02/05/2016,165,29.15
128,5,1984,5,02/05/2016,248,245.44
129,8,2355,3,02/05/2016,132,28.5
130,14,1448,7,02/05/2016,183,27.74
131,7,4072,6,02/05/2016,173,122
132,2,21,6,02/05/2016,98,149.05
133,5,260,5,02/05/2016,279,136.8
134,23,3992,4,02/06/2016,201,140.3
135,14,3659,4,02/06/2016,182,151.65
136,5,8335,8,02/06/2016,286,81.93
137,17,640,7,02/06/2016,187,163.1
138,11,2827,5,02/06/2016,208,92.55
139,10,261,4,02/07/2016,147,243.28
140,12,2699,5,02/07/2016,121,58.56
141,18,3181,4,02/07/2016,205,236.16
142,17,2693,3,02/07/2016,177,29.46
143,19,7213,4,02/07/2016,403,58.74
144,4,3789,8,02/08/2016,173,177.06
145,16,1119,8,02/08/2016,196,194.76
146,5,398,3,02/08/2016,218,28.41
147,23,1220,4,02/08/2016,181,164.75
148,12,3839,4,02/08/2016,124,129.16
149,22,988,1,02/08/2016,224,31.35
150,2,6257,2,02/08/2016,123,141.8
151,3,7167,3,02/08/2016,124,249.12
152,1,6521,2,02/09/2016,117,166.44
153,12,3195,4,02/09/2016,127,197.28
154,1,4530,3,02/09/2016,162,55.48
155,8,7238,2,02/09/2016,136,98.73
156,14,1204,1,02/09/2016,172,162.9
157,15,3201,8,02/09/2016,164,89.19
158,11,18,7,02/09/2016,208,169.44
159,18,1563,1,02/09/2016,231,27.83
160,15,96,8,02/09/2016,192,157.3
161,16,5608,6,02/09/2016,167,188.58
162,4,7137,5,02/10/2016,185,89.52
163,7,3294,8,02/10/2016,168,179.82
164,3,4235,3,02/10/2016,133,248
165,5,5535,5,02/10/2016,298,64.5
166,2,4078,5,02/11/2016,123,96.51
167,9,2250,8,02/11/2016,186,188.22
168,11,1461,2,02/11/2016,122,122.8
169,12,5545,8,02/11/2016,128,147.6
170,12,1732,8,02/11/2016,125,155.8
171,9,7772,1,02/11/2016,163,27.71
172,14,661,3,02/11/2016,165,55.28
173,22,625,4,02/11/2016,235,64.32
174,10,5916,8,02/11/2016,119,60.48
175,19,2812,1,02/12/2016,404,32.75
176,11,2768,5,02/12/2016,183,190.26
177,21,102,6,02/13/2016,379,197.88
178,17,288,1,02/13/2016,176,161.95
179,19,3587,5,02/13/2016,393,122.96
180,13,7242,1,02/13/2016,178,57.86
181,19,1063,5,02/14/2016,386,59.6
182,17,1611,2,02/14/2016,186,246.4
183,14,4894,1,02/14/2016,178,127.12
184,21,2822,2,02/14/2016,379,168.06
185,11,7303,8,02/15/2016,122,131.56
186,11,1010,6,02/15/2016,160,141.1
187,15,1828,4,02/15/2016,175,64.28
188,17,1467,1,02/15/2016,203,115.32
189,12,6877,7,02/15/2016,122,32.65
190,15,1951,8,02/15/2016,172,146.15
191,4,2954,6,02/15/2016,159,191.82
192,9,4906,3,02/15/2016,160,56.52
193,5,549,1,02/15/2016,309,87.36
194,1,4254,2,02/16/2016,149,59
195,2,3661,4,02/16/2016,85,32.01
196,13,6980,2,02/16/2016,171,236.4
197,18,27,5,02/16/2016,190,56.52
198,14,5451,1,02/16/2016,180,162.96
199,4,7420,8,02/17/2016,141,32.52
200,6,725,1,02/17/2016,234,55.34
201,16,2847,6,02/17/2016,182,115
202,8,597,6,02/17/2016,125,239.44
203,16,4643,8,02/17/2016,155,29.33
204,14,2399,1,02/17/2016,170,139.3
205,19,2119,5,02/17/2016,406,59.76
206,15,1143,7,02/18/2016,176,113.88
207,5,9422,1,02/18/2016,274,136.8
208,3,1244,7,02/18/2016,158,63.86
209,7,3428,1,02/18/2016,169,60.42
210,12,4161,8,02/18/2016,124,92.28
211,4,4514,1,02/18/2016,125,225.52
212,4,364,7,02/19/2016,138,159.95
213,16,3814,8,02/19/2016,206,120.36
214,11,831,2,02/19/2016,140,119.88
215,15,6539,5,02/19/2016,195,188.76
216,15,8278,7,02/19/2016,160,91.35
217,17,3688,4,02/19/2016,207,224.08
218,20,3180,8,02/19/2016,358,91.29
219,10,7485,7,02/19/2016,186,30.55
220,8,680,2,02/20/2016,147,88.65
221,18,4627,6,02/20/2016,236,128.8
222,19,846,5,02/20/2016,385,54.94
223,17,4247,6,02/20/2016,200,31.64
224,1,6828,8,02/20/2016,134,64.86
225,7,7212,7,02/21/2016,140,63.1
226,21,3303,3,02/21/2016,360,27.18
227,10,5534,7,02/21/2016,130,173.64
228,5,986,2,02/21/2016,187,31.8
229,9,3025,1,02/21/2016,157,97.11
230,8,3477,2,02/21/2016,140,32.77
231,1,2290,3,02/22/2016,166,82.59
232,13,5221,2,02/22/2016,174,250.32
233,22,7662,6,02/22/2016,209,161.2
234,13,8668,1,02/22/2016,176,256.24
235,3,6783,6,02/23/2016,160,30.22
236,8,623,1,02/23/2016,148,55.12
237,7,447,6,02/23/2016,164,193.26
238,12,2455,6,02/23/2016,126,233.2
239,17,7944,5,02/23/2016,206,228.4
240,19,7051,6,02/24/2016,411,87.81
241,10,5914,3,02/24/2016,131,235.44
242,20,3467,8,02/24/2016,335,257.36
243,18,2261,6,02/24/2016,218,93.48
244,5,1359,3,02/24/2016,205,194.88
245,15,8392,7,02/25/2016,180,180.12
246,9,5438,3,02/25/2016,174,30.35
247,22,746,8,02/25/2016,219,112.56
248,9,8268,4,02/25/2016,171,61.8
249,20,522,4,02/25/2016,407,30.68
250,21,4342,3,02/26/2016,366,262.72
251,20,959,5,02/26/2016,363,90.12
252,2,2444,7,02/26/2016,89,91.89
253,21,4943,7,02/26/2016,365,97.2
254,13,7597,7,02/26/2016,150,62.12
255,22,6798,6,02/26/2016,202,259.6
256,9,910,6,02/27/2016,160,32.96
257,5,6598,1,02/27/2016,221,176.88
258,12,701,1,02/27/2016,121,97.56
259,20,472,6,02/27/2016,373,244.88
260,3,5826,8,02/28/2016,148,94.08
261,18,1456,5,02/28/2016,190,184.86
262,21,1526,4,02/28/2016,364,229.76
263,12,7363,6,02/28/2016,124,164.46
264,2,4678,6,02/28/2016,81,161.1
265,5,869,1,02/29/2016,226,93.87
266,18,3519,5,02/29/2016,218,172.74
267,17,4626,1,02/29/2016,182,60.14
268,2,2046,1,03/01/2016,103,63.82
269,6,3702,5,03/01/2016,226,56.4
270,21,4326,8,03/01/2016,379,112.68
271,2,2386,5,03/01/2016,101,249.68
272,13,2956,2,03/02/2016,152,192.18
273,17,2518,6,03/02/2016,189,29.57
274,21,1981,6,03/02/2016,377,88.65
275,20,1241,3,03/02/2016,352,98.25
276,7,904,3,03/02/2016,151,148.1
277,14,235,8,03/03/2016,163,250.56
278,12,2651,3,03/03/2016,126,81.24
279,5,3030,6,03/03/2016,187,257.28
280,7,3143,8,03/03/2016,128,138.55
281,5,2786,2,03/03/2016,276,31.65
282,18,1338,1,03/03/2016,207,27.53
283,13,4855,5,03/03/2016,169,57.34
284,20,2057,3,03/04/2016,339,28.15
285,20,8496,8,03/04/2016,393,228.08
286,6,1991,1,03/04/2016,230,144.95
287,8,2182,8,03/04/2016,122,159.6
288,23,4633,6,03/04/2016,205,61.48
289,14,1487,3,03/04/2016,167,63.34
290,22,4351,3,03/04/2016,211,29.22
291,17,7671,5,03/04/2016,181,178.14
292,16,1945,5,03/04/2016,206,57.56
293,14,1415,6,03/05/2016,179,54.9
294,1,5340,5,03/05/2016,206,182.28
295,11,7731,7,03/05/2016,200,32.31
296,7,4133,6,03/05/2016,124,83.73
297,6,3448,5,03/05/2016,222,87.78
298,11,9755,3,03/05/2016,211,178.8
299,10,5795,5,03/06/2016,167,119.08
300,16,3522,5,03/06/2016,154,184.32
301,17,1928,3,03/06/2016,208,153.25
302,6,2249,6,03/06/2016,217,253.12
303,1,6808,5,03/06/2016,141,160.2
304,9,1971,8,03/06/2016,180,55.82
305,13,7940,6,03/07/2016,165,31.01
306,20,1205,3,03/07/2016,324,229.36
307,2,3615,5,03/07/2016,112,137.25
308,4,1303,4,03/07/2016,150,149
309,12,2323,3,03/07/2016,121,81.42
310,17,4038,6,03/08/2016,208,184.62
311,16,1226,4,03/08/2016,166,28.24
312,1,1457,8,03/08/2016,207,146.1
313,15,4296,8,03/08/2016,177,129.96
314,8,5113,8,03/09/2016,125,192.36
315,11,9070,2,03/09/2016,160,59.34
316,9,1127,5,03/09/2016,153,65.6
317,18,3614,8,03/09/2016,193,31.07
318,15,1946,7,03/09/2016,189,243.44
319,23,7827,6,03/09/2016,210,89.1
320,19,7035,7,03/09/2016,397,157.5
321,6,9592,4,03/09/2016,180,150.75
322,5,1883,8,03/09/2016,236,196.92
323,20,2338,1,03/09/2016,396,65.86
324,17,645,3,03/09/2016,211,60.94
325,1,1606,8,03/09/2016,200,154
326,11,2830,2,03/10/2016,151,141.35
327,21,3374,3,03/10/2016,365,124.68
328,8,918,5,03/11/2016,124,30.81
329,16,1058,6,03/11/2016,157,84.99
330,2,3017,5,03/11/2016,96,222.88
331,8,3684,6,03/11/2016,120,63.3
332,13,3707,5,03/12/2016,150,94.86
333,14,144,3,03/12/2016,174,220.08
334,21,2097,8,03/12/2016,378,116.92
335,4,7532,7,03/12/2016,185,249.52
336,23,2729,5,03/12/2016,224,64.72
337,22,792,4,03/12/2016,213,118.32
338,18,5942,1,03/13/2016,231,143.25
339,12,307,4,03/13/2016,121,29.63
340,17,6345,8,03/13/2016,198,135.65
341,9,2501,7,03/13/2016,179,27.02
342,10,7000,2,03/13/2016,169,150.4
343,22,1964,1,03/13/2016,231,27.55
344,8,6584,6,03/14/2016,139,166.02
345,23,1283,1,03/14/2016,198,29.94
346,22,4659,4,03/14/2016,235,30.92
347,12,2824,4,03/14/2016,128,93.87
348,22,5747,7,03/14/2016,242,59.26
349,2,4249,6,03/14/2016,109,55.16
350,21,1575,4,03/15/2016,377,30.2
351,2,1902,2,03/15/2016,110,32.23
352,13,807,6,03/15/2016,165,27.45
353,2,8218,8,03/15/2016,121,58.64
354,7,1328,5,03/15/2016,147,178.98
355,12,1296,4,03/15/2016,130,140.3
356,9,5509,8,03/15/2016,169,160.6
357,10,4275,3,03/15/2016,156,186.24
358,15,2733,5,03/16/2016,171,27.19
359,10,1701,1,03/16/2016,117,58.32
360,4,4989,7,03/16/2016,127,31.66
361,3,7042,6,03/16/2016,154,142.15
362,6,6344,7,03/17/2016,197,117.24
363,12,56,2,03/17/2016,123,164.45
364,16,3268,3,03/17/2016,190,114.64
365,21,2373,2,03/17/2016,377,119.16
366,18,789,1,03/17/2016,190,95.13
367,10,6335,1,03/17/2016,178,59.86
368,15,396,5,03/17/2016,196,128.24
369,23,6502,4,03/17/2016,205,83.82
370,5,2388,3,03/17/2016,311,235.44
371,16,554,8,03/17/2016,207,122.96
372,16,2326,8,03/18/2016,182,160.25
373,10,1271,2,03/18/2016,145,113.56
374,10,2919,2,03/18/2016,188,30.06
375,12,3904,1,03/18/2016,128,223.92
376,13,4460,2,03/18/2016,169,108.04
377,1,1126,4,03/18/2016,150,88.59
378,22,4065,5,03/19/2016,201,118.36
379,8,3851,3,03/19/2016,144,59.7
380,5,2252,7,03/19/2016,267,135.05
381,10,7796,2,03/19/2016,131,238.56
382,8,1005,7,03/19/2016,143,160.1
383,16,8996,7,03/19/2016,197,191.22
384,8,447,2,03/20/2016,122,227.04
385,14,2690,1,03/20/2016,170,163.5
386,17,5671,3,03/20/2016,175,149.4
387,21,558,6,03/20/2016,378,155.5
388,14,2165,8,03/20/2016,181,162.06
389,14,3326,4,03/20/2016,183,32.42
390,2,7592,2,03/20/2016,83,186.54
391,9,3452,2,03/21/2016,175,60.36
392,19,18,6,03/21/2016,410,86.25
393,15,4407,5,03/21/2016,177,90.99
394,2,3818,1,03/21/2016,91,180.18
395,4,2137,8,03/21/2016,148,225.36
396,6,2296,7,03/21/2016,233,226
397,21,6615,4,03/22/2016,367,155.05
398,21,4118,8,03/22/2016,372,180.18
399,12,7227,1,03/22/2016,125,121.12
400,4,7301,7,03/22/2016,154,116.6
401,22,3988,3,03/22/2016,227,84.09
402,2,6721,3,03/22/2016,116,180.66
403,15,8024,1,03/23/2016,172,171.12
404,5,2860,5,03/23/2016,272,61.36
405,1,3597,5,03/23/2016,203,197.46
406,1,4846,1,03/23/2016,137,56.36
407,6,1387,2,03/23/2016,193,27.28
408,20,2963,3,03/23/2016,388,28.77
409,5,7069,6,03/23/2016,250,258.56
410,9,4733,3,03/23/2016,182,138.05
411,23,404,8,03/23/2016,228,239.68
412,5,792,6,03/24/2016,249,130.52
413,17,660,5,03/24/2016,207,248.88
414,23,8117,5,03/24/2016,213,167.58
415,2,240,6,03/25/2016,124,260.32
416,5,403,7,03/25/2016,254,31.78
417,12,1135,5,03/25/2016,123,89.31
418,5,2869,5,03/26/2016,215,166.56
419,18,7744,3,03/26/2016,239,64.74
420,12,1766,3,03/26/2016,129,94.17
421,6,5099,4,03/26/2016,183,156.4
422,15,3734,2,03/26/2016,194,123.28
423,3,4551,6,03/26/2016,142,86.37
424,20,964,7,03/26/2016,372,217.28
425,16,2991,2,03/27/2016,193,97.71
426,3,238,5,03/27/2016,118,65.42
427,19,1427,5,03/27/2016,416,32.98
428,10,6230,2,03/27/2016,213,184.8
429,17,1038,6,03/27/2016,204,245.92
430,17,4672,5,03/27/2016,207,240.56
431,15,3397,4,03/28/2016,177,144
432,6,1376,2,03/28/2016,202,187.86
433,17,4987,8,03/28/2016,208,29.99
434,17,4562,5,03/28/2016,180,186.3
435,18,6463,1,03/29/2016,187,59.38
436,6,2725,3,03/29/2016,202,120.44
437,14,4661,6,03/29/2016,168,216.16
438,10,1076,1,03/30/2016,148,27.57
439,15,1050,5,03/30/2016,197,98.94
440,19,5212,3,03/30/2016,391,63.9
441,8,755,8,03/30/2016,142,30.11
442,4,9127,3,03/31/2016,134,177.3
443,11,3536,2,03/31/2016,122,168.18
444,19,406,4,03/31/2016,396,55
445,13,1015,2,03/31/2016,180,112.72
446,19,3178,6,03/31/2016,412,263.52
447,7,1502,5,03/31/2016,129,230.56
448,14,6419,1,04/01/2016,182,171.78
449,3,8561,7,04/01/2016,153,197.52
450,8,3151,4,04/01/2016,147,83.58
451,13,1296,8,04/01/2016,178,182.88
452,8,5088,5,04/01/2016,143,89.19
453,6,2618,2,04/02/2016,191,148.55
454,23,1491,6,04/02/2016,239,129.68
455,6,2522,1,04/02/2016,232,118.96
456,18,3335,7,04/02/2016,190,149.8
457,3,2326,8,04/02/2016,167,96.21
458,15,161,4,04/03/2016,167,190.44
459,16,514,7,04/03/2016,150,29.49
460,11,1787,3,04/03/2016,118,125.56
461,7,888,6,04/03/2016,159,164.9
462,11,282,6,04/03/2016,191,28.44
463,4,7241,4,04/03/2016,112,192.6
464,8,3039,8,04/03/2016,130,28.28
465,23,8450,5,04/03/2016,192,29.48
466,9,2371,1,04/04/2016,158,161.55
467,7,3340,1,04/04/2016,172,250.8
468,22,8228,4,04/04/2016,228,63.1
469,11,1062,4,04/04/2016,170,96.09
470,11,3980,3,04/04/2016,196,64.36
471,23,8143,8,04/05/2016,219,154.25
472,16,6733,2,04/05/2016,187,84.66
473,9,4180,1,04/05/2016,162,92.07
474,12,1511,1,04/05/2016,127,112.76
475,7,3494,5,04/05/2016,147,244.24
476,14,1810,2,04/05/2016,165,60.84
477,6,3245,7,04/06/2016,196,144.25
478,13,1215,4,04/07/2016,155,234.32
479,1,231,7,04/07/2016,199,172.26
480,10,3712,6,04/07/2016,172,84.24
481,18,1062,6,04/07/2016,205,87.93
482,17,1836,2,04/07/2016,193,114.8
483,3,1450,7,04/07/2016,107,92.31
484,8,1,5,04/08/2016,127,28.01
485,16,2662,3,04/08/2016,187,63.54
486,19,1012,6,04/09/2016,407,169.56
487,23,725,2,04/09/2016,239,221.44
488,2,5378,4,04/09/2016,87,235.2
489,14,2691,5,04/09/2016,183,57.16
490,8,3056,7,04/09/2016,139,184.8
491,18,4912,1,04/09/2016,207,217.44
492,5,3110,3,04/09/2016,251,118.4
493,11,4393,2,04/09/2016,168,187.92
494,1,6278,3,04/10/2016,135,188.58
495,11,5605,5,04/10/2016,176,90.96
496,2,1057,4,04/10/2016,84,59.18
497,14,6624,6,04/10/2016,180,118.96
498,10,9452,4,04/10/2016,166,32.37
499,10,5621,5,04/11/2016,130,93.84
500,8,5346,3,04/11/2016,121,90.99
501,12,6777,4,04/11/2016,124,95.16
502,9,3186,4,04/11/2016,151,55.04
503,16,1450,2,04/12/2016,158,55.1
504,23,4552,8,04/12/2016,219,29.69
505,5,7768,4,04/12/2016,291,30.75
506,20,1267,1,04/12/2016,330,259.92
507,1,7936,6,04/12/2016,204,30.74
508,12,3655,2,04/13/2016,130,32.89
509,23,4116,5,04/13/2016,238,61.14
510,21,5831,5,04/13/2016,371,63.28
511,1,678,1,04/14/2016,190,30.84
512,18,3062,1,04/14/2016,225,94.02
513,2,6955,6,04/14/2016,94,164.7
514,4,195,5,04/14/2016,171,188.82
515,13,4427,7,04/14/2016,174,182.52
516,14,7275,2,04/14/2016,171,174.3
517,16,3866,7,04/15/2016,210,29.3
518,6,6302,4,04/15/2016,226,32.45
519,1,1082,5,04/15/2016,212,176.94
520,22,2052,1,04/15/2016,242,186.3
521,8,689,3,04/15/2016,126,254.96
522,9,3482,4,04/16/2016,162,169.8
523,10,762,7,04/16/2016,212,57.48
524,6,4384,6,04/16/2016,215,94.02
525,23,6434,8,04/16/2016,235,86.61
526,3,5483,4,04/16/2016,143,85.17
527,19,1150,5,04/17/2016,410,182.28
528,19,3229,5,04/17/2016,400,28.99
529,19,5178,5,04/18/2016,398,94.38
530,3,3892,3,04/18/2016,112,60.16
531,10,2106,2,04/18/2016,159,81.42
532,6,1268,5,04/18/2016,215,65.06
533,9,6509,6,04/18/2016,166,157.25
534,3,5610,8,04/18/2016,147,31.58
535,19,2060,3,04/18/2016,405,196.26
536,4,2678,5,04/18/2016,184,59.4
537,16,382,5,04/19/2016,220,143.4
538,8,3921,5,04/19/2016,122,152
539,18,6163,2,04/19/2016,225,30.63
540,5,3506,7,04/20/2016,282,115.56
541,6,2101,7,04/20/2016,214,59.3
542,20,1638,8,04/20/2016,378,85.02
543,11,77,1,04/20/2016,198,167.34
544,15,5267,2,04/21/2016,197,27.3
545,1,1451,3,04/21/2016,160,138.3
546,8,4919,1,04/21/2016,129,82.35
547,17,381,8,04/21/2016,210,118.2
548,2,7365,1,04/21/2016,107,222.8
549,12,3804,5,04/21/2016,130,91.44
550,4,5689,8,04/21/2016,103,92.64
551,21,947,1,04/21/2016,361,62.48
552,15,882,3,04/22/2016,178,112.12
553,2,1419,8,04/22/2016,82,60.28
554,13,742,4,04/22/2016,164,28.06
555,16,2358,2,04/22/2016,193,27.63
556,20,8718,8,04/22/2016,366,62.32
557,8,9151,3,04/22/2016,136,98.85
558,20,1503,2,04/22/2016,352,155.5
559,19,2792,2,04/22/2016,386,32.86
560,3,3458,7,04/23/2016,100,31.64
561,15,6253,2,04/23/2016,178,165.54
562,5,3961,8,04/23/2016,254,124.2
563,17,919,3,04/23/2016,180,143.45
564,19,2045,5,04/23/2016,397,181.68
565,8,4272,4,04/23/2016,127,126.64
566,1,2080,2,04/23/2016,198,59.62
567,20,4114,8,04/24/2016,409,84.63
568,1,4552,4,04/24/2016,128,173.16
569,9,5548,7,04/24/2016,161,124.64
570,21,2184,8,04/24/2016,378,153.2
571,14,9091,6,04/24/2016,174,171.12
572,16,8383,1,04/24/2016,187,87.99
573,3,6517,5,04/25/2016,142,30.56
574,22,429,4,04/25/2016,223,220.64
575,17,2730,8,04/25/2016,195,63.76
576,18,4584,6,04/25/2016,224,222.88
577,22,1085,5,04/25/2016,207,112.96
578,10,314,2,04/25/2016,174,94.74
579,4,3864,4,04/25/2016,111,121.64
580,17,8959,5,04/25/2016,190,164.85
581,4,496,8,04/26/2016,155,89.13
582,5,4105,6,04/26/2016,195,184.62
583,1,9562,5,04/26/2016,155,136.5
584,19,5279,4,04/26/2016,393,110.36
585,5,3196,2,04/27/2016,268,28.59
586,20,7453,3,04/27/2016,381,58.3
587,21,7945,6,04/27/2016,374,56.58
588,22,7828,6,04/27/2016,200,231.36
589,16,7986,2,04/27/2016,195,147.25
590,23,8670,7,04/27/2016,203,108.56
591,21,5102,7,04/28/2016,376,157.35
592,3,4727,7,04/28/2016,112,28.55
593,19,3000,7,04/28/2016,381,56.5
594,4,7390,6,04/28/2016,154,141.65
595,6,3637,6,04/28/2016,218,55
596,1,5609,1,04/28/2016,125,83.1
597,17,7215,4,04/28/2016,186,192.9
598,17,7698,5,04/28/2016,191,82.35
599,8,1767,8,04/29/2016,144,182.58
600,21,3845,5,04/29/2016,374,28.01
601,20,7029,8,04/29/2016,348,61.02
602,3,2529,3,04/30/2016,150,128.68
603,9,4142,6,04/30/2016,171,59.34
604,17,2679,8,05/01/2016,181,55.7
605,20,1282,5,05/01/2016,401,109.72
606,18,1555,5,05/01/2016,180,189.3
607,9,4279,7,05/02/2016,151,243.52
608,11,1568,1,05/02/2016,191,158.05
609,13,4108,4,05/02/2016,158,54.12
610,6,4829,7,05/02/2016,181,109.72
611,10,7861,6,05/02/2016,130,30.44
612,8,863,1,05/02/2016,121,29.3
613,14,2135,5,05/03/2016,171,113.72
614,10,5890,2,05/03/2016,110,170.88
615,11,373,1,05/03/2016,113,91.05
616,5,3726,4,05/03/2016,203,64.16
617,4,3460,6,05/03/2016,145,121.52
618,8,3240,1,05/04/2016,130,60.12
619,4,1059,7,05/04/2016,153,174.48
620,20,1830,6,05/04/2016,357,63.88
621,17,3447,3,05/04/2016,186,28.56
622,2,2273,5,05/05/2016,107,141.25
623,15,169,1,05/05/2016,197,157.6
624,10,1384,8,05/05/2016,153,150.1
625,23,5430,4,05/05/2016,194,240.48
626,13,5911,7,05/05/2016,151,262.24
627,23,3937,8,05/05/2016,207,229.04
628,5,7102,2,05/06/2016,231,159.7
629,8,2555,2,05/06/2016,129,116.88
630,19,6084,1,05/07/2016,401,128.28
631,20,3573,7,05/07/2016,382,93.99
632,23,3504,8,05/07/2016,214,165.78
633,10,7430,6,05/07/2016,189,171.72
634,5,2736,6,05/07/2016,211,30.56
635,2,3190,1,05/07/2016,110,238.32
636,19,2913,1,05/07/2016,403,254.32
637,13,1447,2,05/08/2016,160,140.7
638,6,2429,6,05/08/2016,206,166.62
639,4,1332,3,05/08/2016,147,89.01
640,6,153,6,05/08/2016,205,56.32
