id,zipcode,city,lat,long,insee_code
142,28800,NEUVY EN DUNOIS,48.2,1.533333,28277
143,28800,PRé SAINT EVROULT,48.183333,1.466667,28305
144,28800,PRé SAINT MARTIN,48.216667,1.466667,28306
145,28800,SAINT MAUR SUR LE LOIR,48.15,1.416667,28353
146,28800,SANCHEVILLE,48.183333,1.566667,28364
147,28800,SAUMERAY,48.25,1.316667,28370
148,28800,TRIZAY LèS BONNEVAL,48.2,1.333333,28396
149,28800,VILLIERS SAINT ORIEN,48.133333,1.483333,28418
150,28210,BRéCHAMPS,48.666667,1.516667,28058
151,28210,CHAUDON,48.666667,1.5,28094
152,28210,COULOMBS,48.65,1.55,28113
153,28210,CROISILLES,48.683333,1.5,28118
154,28210,FAVEROLLES,48.683333,1.583333,28146
155,28210,LEBOULLAY MIVOYE,48.65,1.4,28054
156,28210,LEBOULLAY THIERRY,48.633333,1.433333,28055
157,28210,LESPINTHIèRES,48.7,1.566667,28299
158,28210,LORMAYE,48.65,1.533333,28213
159,28210,NéRON,48.601821,1.51435,28275
160,28210,NOGENT LE ROI,48.65,1.533333,28279
161,28210,ORMOY,48.622424,1.472505,28289
162,28210,SAINT LAURENT LA GâTINE,48.7,1.55,28343
163,28210,SAINT LUCIEN,48.65,1.616667,28349
164,28210,SENANTES,48.666667,1.566667,28372
165,28210,VILLEMEUX SUR EURE,48.666667,1.466667,28415
166,28270,BEAUCHE,48.683333,0.966667,28030
167,28270,BéROU LA MULOTIèRE,48.75,1.05,28037
168,28270,BREZOLLES,48.683333,1.066667,28059
169,28270,CHâTAINCOURT,48.7,1.233333,28087
170,28270,CRUCEY VILLAGES,48.6636781,1.1057437,28120
171,28270,ESCORPAIN,48.716667,1.216667,28143
172,28270,FESSANVILLIERS MATTANVILLIERS,48.712882,1.047983,28151
173,28270,LAMANCELIèRE,48.65,0.983333,28231
174,28270,LAONS,48.7,1.183333,28206
175,28270,LESCHâTELETS,48.65,1.016667,28090
176,28270,MONTIGNY SUR AVRE,48.733333,1.016667,28263
177,28270,PRUDEMANCHE,48.716667,1.133333,28308
178,28270,REVERCOURT,48.716667,1.083333,28315
179,28270,RUEIL LA GADELIèRE,48.716667,0.966667,28322
180,28270,SAINT LUBIN DE CRAVANT,48.716667,1.1,28346
181,28340,BOISSY LèS PERCHE,48.683333,0.9,28046
182,28340,LACHAPELLE FORTIN,48.65,0.866667,28077
183,28340,LAFERTé VIDAME,48.616667,0.916667,28149
184,28340,LAMBLORE,48.616667,0.916667,28202
185,28340,LESRESSUINTES,48.6,0.933333,28314
186,28340,MORVILLIERS,48.65,0.933333,28271
187,28340,ROHAIRE,48.666667,0.85,28316
188,28380,SAINT RéMY SUR AVRE,48.766667,1.25,28359
189,28500,ALLAINVILLE,48.716667,1.3,28003
190,28500,AUNAY SOUS CRéCY,48.666667,1.3,28014
191,28500,BOISSY EN DROUAIS,48.733333,1.266667,28045
192,28500,CHARPONT,48.7,1.45,28082
193,28500,CHERISY,48.75,1.433333,28098
194,28500,CRéCY COUVé,48.666667,1.283333,28117
195,28500,ECLUZELLES,48.716667,1.416667,28136
196,28500,GARANCIèRES EN DROUAIS,48.7,1.283333,28170
197,28500,GARNAY,48.7,1.333333,28171
198,28500,GERMAINVILLE,48.75,1.483333,28178
199,28500,LACHAPELLE FORAINVILLIERS,48.729506,1.50169,28076
200,28500,LOUVILLIERS EN DROUAIS,48.733333,1.283333,28216
201,28500,LURAY,48.716667,1.4,28223
202,28500,MARVILLE MOUTIERS BRûLé,48.674302,1.377961,28239
203,28500,MéZIèRES EN DROUAIS,48.716667,1.433333,28251
204,28500,MONTREUIL,48.766667,1.366667,28267
205,28500,OUERRE,48.7,1.466667,28292
206,28500,SAINTE GEMME MORONVAL,48.733333,1.4,28332
207,28500,SAULNIèRES,48.666667,1.266667,28369
208,28500,TRéON,48.683333,1.333333,28394
209,28500,VERNOUILLET,48.716667,1.366667,28404
210,28500,VERT EN DROUAIS,48.766667,1.3,28405
211,28100,DREUX,48.733333,1.366667,28134
212,28260,ANET,48.85,1.433333,28007
213,28260,BONCOURT,48.85,1.466667,28050
214,28260,GILLES,48.916667,1.516667,28180
215,28260,GUAINVILLE,48.916667,1.5,28187
216,28260,LACHAUSSéE D'IVRY,48.883333,1.483333,28096
217,28260,LEMESNIL SIMON,48.9,1.533333,28247
218,28260,OULINS,48.866667,1.466667,28293
219,28260,ROUVRES,48.840504,1.486409,28321
220,28260,SAUSSAY,48.85,1.416667,28371
221,28410,BOUTIGNY PROUAIS,48.744722,1.588198,28056
222,28410,BROUé,48.75,1.516667,28062
223,28410,Bû,48.8,1.5,28064
224,28410,CHAMPAGNE,48.766667,1.566667,28185
225,28410,GOUSSAINVILLE,48.766667,1.55,28185
226,28410,HAVELU,48.783333,1.533333,28193
227,28410,MARCHEZAIS,48.766667,1.516667,28235
228,28410,SAINT LUBIN DE LA HAYE,48.816667,1.566667,28347
229,28410,SERVILLE,48.766667,1.483333,28375
230,28330,AUTHON DU PERCHE,48.2,0.916667,28018
231,28330,BéTHONVILLIERS,48.216667,0.916667,28038
232,28330,CHAPELLE GUILLAUME,48.116667,0.916667,28078
233,28330,CHARBONNIèRES,48.2,0.933333,28080
234,28330,COUDRAY AU PERCHE,48.233333,0.866667,28111
235,28330,LABAZOCHE GOUET,48.133333,0.983333,28027
236,28330,LESAUTELS VILLEVILLON,48.166667,1,28016
237,28330,LESETILLEUX,48.233333,0.816667,28144
238,28330,SAINT BOMER,48.196253,0.826337,28327
239,28330,SOIZé,48.166667,0.883333,28376
240,28400,BRUNELLES,48.316667,0.9,28063
241,28400,CHAMPROND EN PERCHET,48.3081107,0.8911779,28072
242,28400,COUDRECEAU,48.35,0.916667,28112
243,28400,LAGAUDAINE,48.3,0.933333,28175
244,28400,MARGON,48.333333,0.833333,28236
245,28400,MAROLLES LES BUIS,48.366667,0.933333,28237
246,28400,NOGENT LE ROTROU,48.316667,0.833333,28280
247,28400,SAINT JEAN PIERRE FIXTE,48.283333,0.833333,28342
248,28400,SOUANCé AU PERCHE,48.266667,0.866667,28378
249,28400,TRIZAY COUTRETOT SAINT SERGE,48.283333,0.866667,28395
250,28480,CHASSANT,48.3,1.066667,28086
251,28480,COMBRES,48.316667,1.066667,28105
252,28480,FRéTIGNY,48.366667,0.966667,28165
253,28480,HAPPONVILLIERS,48.316667,1.116667,28192
254,28480,LACROIX DU PERCHE,48.266667,1.05,28119
255,28480,SAINT DENIS D'AUTHOU,48.35,0.983333,28331
256,28480,THIRON GARDAIS,48.316667,0.983333,28387
257,28120,BAILLEAU LE PIN,48.366667,1.333333,28021
258,28120,BLANDAINVILLE,48.3,1.3,28041
259,28120,CERNAY,48.383333,1.25,28067
260,28120,CHARONVILLE,48.283333,1.3,28081
261,28120,CHAUFFOURS,48.4,1.35,28095
262,28120,EPEAUTROLLES,48.316667,1.333333,28139
263,28120,ERMENONVILLE LA GRANDE,48.333333,1.383333,28141
264,28120,ERMENONVILLE LA PETITE,48.3,1.35,28142
265,28120,ILLIERS COMBRAY,48.299427,1.245351,28196
266,28120,LESCHâTELLIERS NOTRE DAME,48.345834,1.203953,28091
267,28120,MAGNY,48.35,1.266667,28225
268,28120,MARCHéVILLE,48.366667,1.25,28234
269,28120,MéRéGLISE,48.283333,1.183333,28242
270,28120,MESLAY LE GRENET,48.366667,1.383333,28245
271,28120,MONTIGNY LE CHARTIF,48.283333,1.166667,28261
272,28120,NOGENT SUR EURE,48.383333,1.366667,28281
273,28120,NONVILLIERS GRANDHOUX,48.35,1.183333,28282
274,28120,OLLé,48.383333,1.3,28286
275,28120,SAINT EMAN,48.316667,1.216667,28336
276,28120,SANDARVILLE,48.35,1.35,28365
277,28120,SAINT AVIT LES GUESPIèRES,48.266667,1.266667,28326
278,28120,VIEUVICQ,48.266667,1.216667,28409
279,28160,FRAZé,48.266667,1.1,28161
280,28160,MOULHARD,48.2,1.05,28273
281,28160,BROU,48.216667,1.183333,28061
282,28160,BULLOU,48.233333,1.25,28066
283,28160,DAMPIERRE SOUS BROU,48.216667,1.116667,28123
284,28160,DANGEAU,48.2,1.283333,28127
285,28160,GOHORY,48.166667,1.233333,28182
286,28160,MéZIèRES AU PERCHE,48.250449,1.273917,28250
287,28160,MOTTEREAU,48.25,1.183333,28272
288,28160,UNVERRE,48.2,1.1,28398
289,28160,YèVRES,48.2,1.2,28424
290,28360,DAMMARIE,48.35,1.5,28122
291,28360,FRESNAY LE COMTE,48.3,1.483333,28162
292,28360,PRUNAY LE GILLON,48.366667,1.633333,28309
293,28360,LABOURDINIèRE SAINT LOUP,48.3151252,1.4317936,28048
294,28360,LUPLANTé,48.3,1.4,28222
295,28360,MESLAY LE VIDAME,48.283333,1.466667,28246
296,28360,THEUVILLE,48.333333,1.6,28383
297,28360,VITRAY EN BEAUCE,48.283333,1.416667,28419
298,28140,BAIGNEAUX,48.333333,1.616667,28019
299,28140,BAZOCHES EN DUNOIS,48.1,1.566667,28028
300,28140,BAZOCHES LES HAUTES,48.15,1.8,28029
301,28140,CORMAINVILLE,48.133333,1.6,28108
302,28140,COURBEHAYE,48.15,1.6,28114
303,28140,DAMBRON,48.116667,1.866667,28121
304,28140,FONTENAY SUR CONIE,48.166667,1.666667,28157
305,28140,GERMIGNONVILLE,48.183333,1.733333,28406
306,28140,GUILLONVILLE,48.096322,1.650976,28190
307,28140,LOIGNY LA BATAILLE,48.116667,1.733333,28212
308,28140,LUMEAU,48.116667,1.783333,28221
309,28140,NOTTONVILLE,48.116667,1.5,28283
310,28140,ORGèRES EN BEAUCE,48.15,1.7,28287
311,28140,PéRONVILLE,48.05,1.583333,28296
312,28140,POUPRY,48.1,1.833333,28303
313,28140,TERMINIERS,48.083333,1.75,28382
314,28140,TILLAY LE PéNEUX,48.166667,1.766667,28390
315,28140,VARIZE,48.096212,1.514991,28400
316,28150,ALLONNES,48.333333,1.666667,28004
317,28150,BAIGNOLET,48.166667,1.616667,28406
318,28150,BEAUVILLIERS,48.296556,1.653818,28032
319,28150,BOISVILLE LA SAINT PèRE,48.333333,1.7,28047
320,28150,BONCé,48.3,1.5,28049
321,28150,FAINS LA FOLIE,48.216667,1.65,28406
322,28150,LOUVILLE LA CHENARD,48.316667,1.783333,28215
323,28150,MONTAINVILLE,48.266667,1.55,28422
324,28150,MOUTIERS,48.3,1.783333,28274
325,28150,OUARVILLE,48.35,1.766667,28291
326,28150,PéZY,48.316667,1.583333,28383
327,28150,PRASVILLE,48.283333,1.716667,28304
328,28150,RéCLAINVILLE,48.33847,1.746271,28313
329,28150,ROUVRAY SAINT FLORENTIN,48.25,1.566667,28422
330,28150,VIABON,48.216667,1.716667,28406
331,28150,VILLARS,48.233333,1.55,28411
332,28150,VILLEAU,48.233333,1.6,28412
333,28150,VILLENEUVE SAINT NICOLAS,48.283333,1.566667,28422
334,28150,VOVES,48.266667,1.633333,28422
335,28150,YMONVILLE,48.25,1.75,28426
336,28310,ALLAINES MERVILLIERS,48.1951277,1.8207521,28002
337,28310,BARMAINVILLE,48.266667,1.966667,28025
338,28310,BAUDREVILLE,48.332042,1.905915,28026
339,28310,FRESNAY L'EVêQUE,48.266667,1.816667,28164
340,28310,GOMMERVILLE,48.35,1.95,28183
341,28310,GOUILLONS,48.35,1.833333,28184
342,28310,GUILLEVILLE,48.216667,1.816667,28189
343,28310,INTRéVILLE,48.3,1.933333,28197
344,28310,JANVILLE,48.2,1.883333,28199
345,28310,LEPUISET,48.2,1.866667,28311
346,28310,LEVESVILLE LA CHENARD,48.3,1.833333,28210
347,28310,MéROUVILLE,48.3,1.9,28243
348,28310,NEUVY EN BEAUCE,48.266667,1.883333,28276
349,28310,OINVILLE SAINT LIPHARD,48.233333,1.916667,28284
350,28310,POINVILLE,48.183333,1.9,28300
351,28310,ROUVRAY SAINT DENIS,48.266667,1.933333,28319
352,28310,SANTILLY,48.15,1.866667,28367
353,28310,TRANCRAINVILLE,48.233333,1.866667,28392
354,28170,ARDELLES,48.55,1.166667,28008
355,28170,CHâTEAUNEUF EN THYMERAIS,48.583333,1.25,28089
356,28170,FAVIèRES,48.533333,1.233333,28147
357,28170,FONTAINE LES RIBOUTS,48.65,1.25,28155
358,28170,LEBOULLAY LES DEUX EGLISES,48.633333,1.333333,28053
359,28170,MAILLEBOIS,48.633333,1.15,28226
360,28170,PUISEUX,48.633333,1.366667,28312
361,28170,SAINT ANGE ET TORçAY,48.65,1.216667,28323
362,28170,SAINT JEAN DE REBERVILLIERS,48.616667,1.25,28341
363,28170,SAINT MAIXME HAUTERIVE,48.583333,1.183333,28351
364,28170,SAINT SAUVEUR MARVILLE,48.6015173,1.2989854,28360
365,28170,SERAZEREUX,48.6,1.433333,28374
366,28170,THIMERT GâTELLES,48.5619545,1.2536858,28386
367,28170,TREMBLAY LES VILLAGES,48.600221,1.379269,28393
368,28240,BELHOMERT GUéHOUVILLE,48.5,1.066667,28033
369,28240,CHAMPROND EN GâTINE,48.4,1.083333,28071
370,28240,FONTAINE SIMON,48.5,1.016667,28156
371,28240,FRIAIZE,48.433333,1.133333,28166
372,28240,LA LOUPE,48.466667,1.016667,28214
373,28240,LESCORVéES LES YYS,48.35,1.15,28109
374,28240,LETHIEULIN,48.4,1.133333,28385
375,28240,MANOU,48.516667,0.983333,28232
376,28240,MEAUCé,48.483333,1,28240
377,28240,MONTIREAU,48.4,1.033333,28264
378,28240,MONTLANDON,48.383333,1.016667,28265
379,28240,SAINT DENIS DES PUITS,48.4,1.183333,28333
380,28240,SAINT ELIPH,48.45,1.016667,28335
381,28240,SAINT MAURICE SAINT GERMAIN,48.5,1.083333,28354
382,28240,SAINT VICTOR DE BUTHON,48.4,0.966667,28362
383,28240,VAUPILLON,48.466667,1,28401
384,28250,DIGNY,48.533333,1.15,28130
385,28250,JAUDRAIS,48.583333,1.133333,28200
386,28250,LAFRAMBOISIèRE,48.6,1.016667,28159
387,28250,LAPUISAYE,48.6,0.966667,28310
388,28250,LASAUCELLE,48.633333,1.033333,28368
389,28250,LEMESNIL THOMAS,48.6,1.1,28248
390,28250,LOUVILLIERS LèS PERCHE,48.616667,1.083333,28217
391,28250,SENONCHES,48.55,1.033333,28373
392,28350,DAMPIERRE SUR AVRE,48.766667,1.15,28124
393,28350,SAINT LUBIN DES JONCHERETS,48.766667,1.216667,28348
394,41000,BLOIS,47.583333,1.333333,41018
395,41000,SAINT DENIS SUR LOIRE,47.616667,1.383333,41206
396,41000,VILLEBAROU,47.616667,1.316667,41276
397,41000,VILLERBON,47.666667,1.366667,41288
398,41190,CHAMBON SUR CISSE,47.566667,1.216667,41033
399,41190,FRANçAY,47.616667,1.133333,41093
400,41190,HERBAULT,47.6,1.133333,41101
401,41190,LANCôME,47.65,1.116667,41108
402,41190,LANDES LE GAULOIS,47.65,1.183333,41109
403,41190,MOLINEUF,47.583333,1.233333,41142
404,41190,ORCHAISE,47.583333,1.2,41142
405,41190,SAINT CYR DU GAULT,47.616667,1.033333,41205
406,41190,SAINT ETIENNE DES GUéRETS,47.6,1.066667,41208
407,41190,SAINT LUBIN EN VERGONNOIS,47.616667,1.233333,41223
408,41190,SANTENAY,47.566667,1.116667,41234
409,41190,PRAY,47.683333,1.116667,41182
410,41190,TOURAILLES,47.683333,1.15,41261
411,41260,LACHAUSSéE SAINT VICTOR,47.616667,1.366667,41047
412,41330,AVERDON,47.683333,1.3,41009
413,41330,CHAMPIGNY EN BEAUCE,47.716667,1.25,41035
414,41330,FOSSé,47.633333,1.283333,41091
415,41330,LACHAPELLE VENDôMOISE,47.666667,1.25,41040
416,41330,MAROLLES,47.65,1.3,41128
417,41330,SAINT BOHAIRE,47.65,1.266667,41203
418,41330,VILLEFRANCOEUR,47.7,1.216667,41281
419,41350,MONTLIVAULT,47.633333,1.45,41148
420,41350,SAINT CLAUDE DE DIRAY,47.616667,1.416667,41204
421,41350,SAINT GERVAIS LA FORêT,47.566667,1.35,41212
422,41350,VINEUIL,47.583333,1.383333,41295
423,41350,HUISSEAU SUR COSSON,47.6,1.45,41104
424,41500,MUIDES SUR LOIRE,47.666667,1.516667,41155
425,41500,SAINT DYé SUR LOIRE,47.65,1.483333,41207
426,41500,AVARAY,47.716667,1.566667,41008
427,41500,COURBOUZON,47.716667,1.55,41066
428,41500,COUR SUR LOIRE,47.65,1.433333,41069
429,41500,LACHAPELLE SAINT MARTIN EN PLAINE,47.716667,1.416667,41039
430,41500,LESTIOU,47.733333,1.583333,41114
431,41500,MAVES,47.75,1.366667,41130
432,41500,MENARS,47.633333,1.4,41134
433,41500,MER,47.7,1.5,41136
434,41500,MULSANS,47.7,1.383333,41156
435,41500,SéRIS,47.75,1.5,41245
436,41500,SUèVRES,47.666667,1.466667,41252
437,41500,VILLEXANTON,47.733333,1.416667,41292
438,41200,LOREUX,47.4,1.833333,41118
439,41200,MILLANçAY,47.45,1.766667,41140
440,41200,PRUNIERS EN SOLOGNE,47.322178,1.670707,41185
441,41200,ROMORANTIN LANTHENAY,47,1,41194
442,41200,VILLEFRANCHE SUR CHER,47.2934259,1.771397,41280
443,41200,VILLEHERVIERS,47.366667,1.8,41282
444,41210,LAFERTé BEAUHARNAIS,47.533333,1.85,41083
445,41210,LAMAROLLE EN SOLOGNE,47.583333,1.783333,41127
446,41210,MARCILLY EN GAULT,47.45,1.866667,41125
447,41210,MONTRIEUX EN SOLOGNE,47.55,1.733333,41152
448,41210,NEUNG SUR BEUVRON,47.533333,1.8,41159
449,41210,SAINT VIâTRE,47.516667,1.933333,41231
450,41230,COURMEMIN,47.466667,1.633333,41068
451,41230,GY EN SOLOGNE,47.35,1.583333,41099
452,41230,LASSAY SUR CROISNE,47.366667,1.616667,41112
453,41230,MUR DE SOLOGNE,47.416667,1.616667,41157
454,41230,ROUGEOU,47.366667,1.533333,41195
455,41230,SOINGS EN SOLOGNE,47.416667,1.516667,41247
456,41230,VEILLEINS,47.416667,1.666667,41268
457,41230,VERNOU EN SOLOGNE,47.5,1.683333,41271
458,41320,CHâTRES SUR CHER,47.266667,1.916667,41044
459,41320,LACHAPELLE MONTMARTIN,47.271558,1.739604,41038
460,41320,LANGON,47.283333,1.833333,41110
461,41320,MARAY,47.25,1.883333,41122
462,41320,MENNETOU SUR CHER,47.266667,1.883333,41135
463,41320,SAINT JULIEN SUR CHER,47.283333,1.766667,41218
464,41320,SAINT LOUP,47.264418,1.838504,41222
465,41100,AREINES,47.8,1.1,41003
466,41100,AZé,47.850586,0.996344,41010
467,41100,COULOMMIERS LA TOUR,47.783333,1.133333,41065
468,41100,CRUCHERAY,47.733333,1.083333,41072
469,41100,FAYE,47.8,1.183333,41081
470,41100,LISLE,47.85,1.116667,41116
471,41100,MARCILLY EN BEAUCE,47.766667,1,41124
472,41100,MAZANGé,47.816667,0.95,41131
473,41100,MESLAY,47.816667,1.1,41138
474,41100,NAVEIL,47.8,1.033333,41158
475,41100,PéRIGNY,47.733333,1.15,41174
476,41100,PEZOU,47.866667,1.133333,41175
477,41100,RENAY,47.85,1.166667,41187
478,41100,ROCé,47.8,1.15,41190
479,41100,SAINTE ANNE,47.75,1.083333,41200
480,41100,SAINT FIRMIN DES PRéS,47.833333,1.116667,41209
481,41100,SAINT OUEN,47.816667,1.083333,41226
482,41100,SELOMMES,47.75,1.2,41243
483,41100,THORé LA ROCHETTE,47.783333,0.966667,41259
484,41100,VENDôME,47.8,1.066667,41269
485,41100,VILLEMARDY,47.733333,1.183333,41283
486,41100,VILLERABLE,47.75,1.033333,41287
487,41100,VILLEROMAIN,47.733333,1.15,41290
488,41100,VILLETRUN,47.783333,1.166667,41291
489,41100,VILLIERSFAUX,47.75,0.983333,41293
490,41100,VILLIERS SUR LOIR,47.8,1,41294
491,41310,AMBLOY,47.716667,0.966667,41001
492,41310,AUTHON,47.65,0.9,41007
493,41310,GOMBERGEAN,47.65,1.083333,41098
494,41310,HUISSEAU EN BEAUCE,47.716667,1.016667,41103
495,41310,LANCé,47.7,1.066667,41107
496,41310,NOURRAY,47.716667,1.066667,41163
